Unnamed: 0,text,label
6650,buku ori sesuai pesanan proses pengiriman cepat dapet harga murah pas bookcarnaval,Happy
6651,kuantitasnya cocok rambut menggelitik mendapatkannya,Fear
6652,ga sesuai cahaya putih cahaya yg hijau,Fear
6653,alhamdulillah jam total downloadnya terbang agan seller sgt responsive adminnya guidance nya clear semoga pmdg boeing release ya,Happy
6654,lemah kuat berdiri utk posisi menunduk jatuh kuat menahan berat hp,Sadness
6655,nyaman dipakai yoga produk sesuai ekspektasi,Happy
6656,lumayan pengguna cuman bayar ongkir ribu pengiriman cepet kualitas harga hp oke ga angin kenceng materialnya harga nya dslr gak rekomen,Fear
6657,harapan sausnya segar baunya kemasannya bagus,Fear
6658,barang pesanan sesuai yg pesan komplain ditanggapi dibales sekedarnya telp diangkat wa gak bales dr nunggu balasan dr agan mending jual aja tu liquid br kali belanja tokopedia nemu seller yg kyak deh belanja deskripsi ditulis jgn isi keterangan kasih random ehhh seller nya yg salah maaf gak mending dikasih nic pesannya nic tp produk seller salah ngirim produk yg dipesan kalo siy kecewa berat belanja krn barang salah kirim taunya susah retur lg liburan sibuk ngurusin cepat kelar sorry to say not recommended seller,Fear
6659,model lumayan kren kecewa batre senternya hnya bertahan skitar jam aja,Sadness
6660,menghubungkan rambut kehilangan kantor uji coba dikunci selotip longgar menguncinya berkembang lengannya bagus mengunci,Fear
6661,pelayanan ga bgt deh pakai ekspedisi gojek instan jam pagi proses toko jam sore,Anger
6662,sepatu ultra boost adidas menempelkannya mencuci rekatkan lengket semoga pembeli lengket sepatu,Fear
6663,paraahh bgt box hipseat tdk sesuai dgn yg pesan box rusak banget kemasan rapih box sdh rusak sblm dikirim maksa dikirim cust bahan nya kasar ga lembut khawatir gak ori walopun lg promo tp tolong diberesin pengemasan nya salah box gimana sih,Fear
6664,yg pakai aica aibon,Fear
6665,produk layak dimakan jamuran pcs tulisan expired date harap qc ulang produk makanannya layak dimakan konsumen,Fear
6666,selamat,Happy
6667,barang diterima kondisi rusak dialami pembeli dikeluhkan penolakan penjual tokopedia memediasi sayangnya situasi mudah mengirim barang direkomendasikan toko cenderung dipercaya,Fear
6668,produk asli nyaman pembelian puas kesuksesan,Love
6669,berfungsi charge padahl beli,Fear
6670,ukuran sesuai modelnya cantik bahannya adem istri suka banget,Love
6671,warnanya sesuai gambar overall bagus,Happy
6672,kerennn objek hp korea daim,Love
6673,barang sesuai gambar sipp,Happy
6674,barang rusak pemakaian normal kirim barang nya penjual masuk garansi toko service kejelasan kasih bintang terima barang nya keaadaan normal berfungsi,Fear
6675,respon cepat produk cepat,Happy
6676,mantaaff,Love
6677,pesen lapis dikasih selapis untung aja visornya aman amsyong,Anger
6678,murah tp murahan produk reject nya jahitan berantakan sol longgar rapih pengiriman reschedule pending suka hati penjual alasan yg packaging rapih anehnya foto upload,Fear
6679,pengatur topinya plastik gampang putus,Fear
6680,packing bubble ok kualitas barang sesuai harga makasih gan,Happy
6681,material packaging nya bagus rapih halaman bukunya kelewat halaman yg buku buku buku bacanya alih alih bingung ga nyaman,Sadness
6682,kerenn data ponsel korea langsung,Love
6683,gagang tlp ny patah,Fear
6684,mantaappp sekaliii seller gercep babgett barang cepet sampee nii kencang nyaman aman aktivitas dijamin termurah,Love
6685,barang sesuai dijual terima,Sadness
6686,bangkai yg sdh pd mati semuanyaaa,Fear
6687,sy apes diorderan keberapa penjual ramah pelanggan,Sadness
6688,kecewa item kotak dibuka memecahkan botol pecah tersisa,Sadness
6689,barang jelek patah diisi gas bocor,Anger
6690,jahitan pas kancing celana kuat sorry jujur,Sadness
6691,beli kotak isi total buah pie buah pie jamuran paket langsung dibuka diantar kurir expire date coba cek ulasan pembeli mengalami kendala pie berjamur jelek kontrol kualitas pie susu kasian reputasi toko ikutan rusak produk dijaga reputasinya pemilik produk maaf ya kaka penjual ulasan jujur produsen produk memperbaiki kontrol kualitas produknya,Fear
6692,recomanded harga promo tp mahal toko sebelah lapak online nya official store mempermainkan harga monopoli tokopedia,Fear
6693,pengirimannya cepat besok langsung nggak expect sebenernya baguus bahannya lembut banget gelap oke nutup mata gelnya kirain gaada hehe overall worth siih first baguus,Happy
6694,seller jujur pengiriman super pdhl pesen gojek instant pemesanan info suara hello krn ketekan pdhl beli apple ga bs ketekan dibuka sdh blg ga barang yg aneh blm dibuka tp bs suara muncul dr factorynya eh gak kunjung dikirim tp bilangnya udh dikirim ditunggu smp batterynya habis dikirim keesokan harinya dipikir ga beli barang apple barang apple dikasih batt minimal bgt dr full ga bs nyala hehe boongin yahh udh beli aja,Fear
6695,pelayanan sangan gak oke,Anger
6696,barang dateng pake kurir toko unboxing trnyt ad ampe besi ny keliatan sesuai foto yg ambil dlm chat dgn owner ad pertanggung jwban chat sy cm read dr smnjk kmrn mlm april jam mlm smpe skg tgl april jam,Anger
6697,kecewa th anakku umur bln gk muat kain gk halus gk melar tipis kecewa pokoknya,Sadness
6698,baguuuus sisir halus mencoba menggunakannya bulu,Love
6699,ikan betta sehat menyesuaikan air sirip ekor akuarium,Love
6700,cacat gaming,Anger
6701,pengirimannya banget,Anger
6702,barangny persis gambar sesuai dg pesanan,Happy
6703,barang kondisi diterima aman saran aja mohon cepat proses kirim nya klo chat jgn respon nya tks,Happy
6704,alhamdulillah repeat order free ongkir enak harga murah pastinya gurih mantap krupuknya,Love
6705,proses pengirimannya cepat warna sesuai pesanan hitam doff doffnya yg jd nga sesuai ekspektasi deh,Sadness
6706,gampang muat buku enak baca packaging aman packaging rapi,Happy
6707,maaf menjelekan tp uang membabi buta muatan,Fear
6708,dibuka ditutup patah kualitas jelek banget,Sadness
6709,kaleng penyok,Sadness
6710,barang aman pengiriman pulau review pemakaian kualitas ngagetin range harga segini beli diskon tombolnya tactile analognya responsif sensitif clicky trigger bumper enak dipencet linear triggernya beneran fungsi ga nama rumble getarnya fitur tambahan bagus build qualitynya premium ga kopong body doff finish enak dipegang kabelnya braided layoutnya lumayan lebar sulit tangannya sayangnya terbaik jempol lu pake karna pinggirannya tajem bentuknya salib rada renggang serong jempol lu sakit kalo terusan mencet prinegativei pakai controller main game gelut gitu ga nyesel beli range harganya kualitasnya tetep ngangetin setara controller konsol ori recommended product,Love
6711,nyaman dipakai enak sih dipakai kantong ngebantu banget nyimpen hape,Happy
6712,bahannya katun adem,Sadness
6713,permintaan sempurna melanggar pengisian pengepakannya,Fear
6714,proses pembelian pengiriman admin aaaaaaaaa respons lambat sopan toko,Anger
6715,barangnya bagus penjual menjengkelkan,Fear
6716,kecewa tokonya,Sadness
6717,cepat meresap packaging bocor pengiriman jg cepat beli ntn live tokped thanks seller,Happy
6718,warna putih hitam periodik ditukar smal putih surat menahan boong salah,Anger
6719,mainannya mujur,Love
6720,ampun dah packing terasal yg gua terima klu patah gimana awas aja isinya rusak pas gua pake ya,Fear
6721,beli rencana nya jaga jaga kalo salah nya rusak eh bener aja nya gak nyolok stik ps sempurna converter nya retur produk udah kadung males penjual kirim barang tolong qc maksimal,Sadness
6722,warna coklat dikirim hitam bilangnya ready,Sadness
6723,top seller responsif btgg jwb,Happy
6724,bermain mc online teman penjualnya panduan,Love
6725,barang cacat beli satunya cacat,Anger
6726,roda perbaiki default terpanjang tokopedia mengobati pembungkusnya ok terima kasih dsini,Anger
6727,barangnya bagus sesuai deskripsi,Happy
6728,ga amanah,Anger
6729,packaging aman bagus barang sesuai deskripsi,Happy
6730,toko terbaik keluarga ulang mencetaknya keluarga ulang,Love
6731,amnesti kecewa pengguna farhampton membeli isi penguji tester farhampton jatuh cinta samad membeli ketahanan proyek penguji aroma jatuh cinta tester aroma,Sadness
6732,barang sesuai,Happy
6733,packaging aman barang berfungsi,Happy
6734,pesanan diproses cepat sayang filternya gak saring kotoran semburan air nya mantep tujuan beli saring kotoran,Sadness
6735,dipake eh lampunya mati sedih dah,Fear
6736,barang,Happy
6737,piyamanya bagus beli x harga murah pengiriman cepat seller rekomendasi,Love
6738,bahan halus ketebalan batik motif keren kalo respon chatnya responsif,Happy
6739,layanan,Anger
6740,barang dipacking aman dpt hrga promo lg thanks seller,Happy
6741,ori harga sesuai kualitas ya bahan plastik dikasih keterangan deskripsi,Fear
6742,barang sesuai gambar original kaitan plastik gambar kaitan,Fear
6743,pengiriman banget dough nya jelek banget ga lentur ga,Anger
6744,respon cepat kiriman cepat barang sesuai recommended seller,Love
6745,penipuan bagasi yg dikirim hvs sadar pesanan selesai komplain penjual yg pesan toko thx,Fear
6746,elemen printer dikirim direktur rusak online menanggapi obrolan klaim garansi,Fear
6747,barang cepeeet banget terima kasih top bgt,Love
6748,sabun lezat berolahraga,Love
6749,pesan yg parah,Anger
6750,respon seller catnya berbau warnanya sesuai order cheese cruse pakingnya semoga pas diaplikasikan mengecewakan hasilnya gosend nya terima kasih,Happy
6751,sejujurnya barang rusak dikirim dikirim salah membukanya video unboxing overall mengecewakan toko catatan silakan periksa barang mengirim barang mengirimkannya,Anger
6752,tokonya songgong brg lapuk dibebanin konsumen ngak jd penjual kalo bubble dibebankan pembeli,Anger
6753,barangnya terima pecah sudut posisi dilapis gabus pelindungnya loh berasumsi barangnya pecah dikirim ekspedisi sayang lupa videokan unboxing,Sadness
6754,maaf kekecewaan pengguna fahhampton membeli isi tes tester farhampton jatuh cinta langsung membeli berbelok hak bertahan hidup proyek pemeriksa baunya jatuh cinta tes aroma,Sadness
6755,produk laba kemasan buruk layak penyok kotak,Fear
6756,salah kirim barang sesuai diskripsi,Fear
6757,packaging nya ga safe mie nya remuk shipping nya bgt proses nya asli parah,Fear
6758,itemnya bagus tombol klik praktis,Love
6759,layanan,Anger
6760,dikirim lilin nya sdh beli,Fear
6761,layanan,Anger
6762,jenis yg made china yg bahannya jelek,Anger
6763,barang dikirim sesuai dipesan,Fear
6764,produk sesuai harga terjangkau kualitas admin ramah responsif pengiriman mencoba pengiriman barang pengemasan pembeli rumah aman terima kasih,Love
6765,pas beli nanya tipe macbook pro variasi nya penjualnya pro pas dateng casing kekecilan salah tipe penjual pake alesan gamau tanggung salah ya yg ngejual kecewa gamau beli ga tanggung,Sadness
6766,udh top nian beli johar oriannya langganan pokonya,Love
6767,first time beli gak pake ragu pokoknya worth banget,Love
6768,pengiriman susut respon penjual jg susut ah kapok pesen ambil untung doang ndak tau terima beban,Anger
6769,memiliki layanan menyerah,Fear
6770,packaging aman banget proses cepet thankyou,Happy
6771,barang diterima packing rapi sesuai deskripsi jahitan rapi kaki tp probs,Happy
6772,barang sesuai warna mesan hitam kasih warna brown transmisi tp barang oke,Fear
6773,maaf tinjau tanggapan penjual produk bagus harganya murah direkomendasikan,Love
6774,item setara deskripsi sentuhan menghadapi rekomendasi halus lembut lembut bwt mantab jantan,Love
6775,kali tolong cek bungkus,Fear
6776,bru dipake udh robek trus kek warna kuning gituu ngga deh,Fear
6777,kecewa gw belanja gak amanah seller nya gw pesen yg kirim gak sih harga nya gak jujur yg jual nya moga berkah aja dah lu dagang hasil gak jujur,Sadness
6778,kecewa belanja response lambat order instant courier kirim besok nya sore aduuuuh official store pelayanan nya kayak gini recomended deh,Fear
6779,ndak muat mesin cuci elextrolux overal bhanya bagus kontra uap,Fear
6780,toko bodoh dikemas dikemas barang rusak sesuai tujuan beli toko bodoh membeli kipas mini usb memesan item toko hasilnya hasilnya hasilnya rumah rumah pengembalian uang pengembalian uang penggemar fleksibilitas pembatalan bodoh pelanggan berpikir berkali berbelanja toko bodoh kecewa membelinya terima kasih,Anger
6781,bagus packing aman,Happy
6782,puaass belanja seller,Happy
6783,maaf pembelian yg kali nya kecewa pesan x dus isi kirim dus isi jd,Sadness
6784,terbaik sihhh iniii pesanan ny superr cpt sampe nya proses ny cpt bgtttt br psen hr bsk ny ud sampe pengemasan amann bgt ya thx seller kurir,Love
6785,alhamdulillah barang dipakai semoga berfungsi awet kurirnya smoga rezekinya lancar,Happy
6786,wanginya ga sesuai tekad kaya bacin ikan teri,Anger
6787,proses,Anger
6788,sandalnya licin anak kepleset jalan pakai sandal bawahnya licin,Sadness
6789,silica gel nya lembab packing rapat rapih packing rapat,Fear
6790,qualitynya josss pertahankan,Love
6791,case kardusnya dah robek box nya bekas karat strip led,Sadness
6792,mantap awet ya barangnya sesuai gambar packingnya aman produk sesuai deskripsi,Happy
6793,alhamdulillah barang diterima pengemasan ceria sesuai pesanan mie lezat varian laksa singapura,Love
6794,pesan buah xxxl ukuran lingkar dada cm yg cm bos ukurannya kepake lap motor aja mah,Anger
6795,paket aman tq gan,Happy
6796,beli twinpack kirim cm harap bertanggung membayar harga kembar,Fear
6797,orangnya ramah voucher dikirim via email gak transfer langsung dikirim mantap gan makasih ya langganan nih,Love
6798,beli benih telepon toko barang memiliki penggantian murah,Anger
6799,proses cepat jahitan rapih,Happy
6800,pesen warna merah yg dateng warna hitam udaj testimoni chat,Sadness
6801,memesan posisi rumah bentaru selatan jakarta bekasi seller pengemudi gojek mengambil jalan alternatif hellowwww surat cepat tarif sepeda motor internet rumah rumah penjual silakan penjual barang dikirim langsung surat cepat mengambil,Anger
6802,pengiriman bagus langganan,Love
6803,pengiriman lambat seminggu membutuhkan cepat beli supermarket langsung,Fear
6804,pesanan aman pengirimannya cepet seller responsif bukunya gak tebel thanks seller bukunya sampe aman sayang aja gak kebagian bookmarks nya periplus pdhl belanja,Happy
6805,spray tdk padu gambar semprotannya spt mainan pistol aja,Fear
6806,motifsuuuu bagus bagus pengisian daya,Love
6807,obrolan balasan kuota dijanjikan memasuki parah hancur,Anger
6808,penjualan obeng magnetik obeng magnetik sulit gaya hidup alat sepenuhnya lengkap,Sadness
6809,pesan warna mustard sesuai,Fear
6810,barang berfungsi semoga awet,Happy
6811,yg kuasnya diangkat patah brushnya nyemplung mohon dicek sblm dikirim,Fear
6812,kualitas barang mengecewakan,Sadness
6813,lem kualitas lambat aibon,Anger
6814,produk sesuai harga terjangkau kualitas admin ramah responsif pengiriman mencoba pengiriman barang pengemasan pembeli rumah aman terima kasih,Love
6815,beli kemasan paket bintang kon tl,Anger
6816,barangnya yg sobek diujung nya dinyalakan,Sadness
6817,barang rusak dikirim,Anger
6818,recommend banget beli respon cepet banget ga itungan menit dikasih best price batasan ok apapun respon sampe kasih wa sabar banget tungguin sampe ok call sampe menit ketemu yg thanks banget ya enak banget recommend banget,Love
6819,sy pesan warna merah metalik tp dikirim hitam dikirim sy sdh chat penjual,Fear
6820,minggu diperintahkan rabu permintaan informasi permintaannya sempurna pengaturan selasa konfirmasi unduhan bertanggung,Anger
6821,barangnya udh sampe suka banget dompetnya bahannya jga bagus semoga aweeettt bagus bgt kualitas produk bagus desainnya cantik warnanya cantik jahitan rapi bahannya lembut,Happy
6822,kecewa kualitas barangnya kualitas stainles steelnya sih oke batang penyangga panjangnya disambung kualitas mur rendah mudah bengkok patah alhasil jemuran dirakit,Sadness
6823,packaging diperbaiki bebauan tumpah,Fear
6824,rusak,Anger
6825,maaf tinjau respons penjual produk bagus harganya murah direkomendasikan,Love
6826,sesuai ekspektasi sih auto belajar triumph,Happy
6827,kekecewaan melayani toko menyesali toko paket paket paket menjejak tujuan disarankan pembeli muatan bertanggung,Sadness
6828,memesan safee aman murah rusak menerima,Love
6829,bintang proses nya yg lambat beban nya pesan kamis pake pengiriman beban minggu siang kenistaan kurir status proses nya dr kamis sabtu malam samapi kurir info apapun dr seller baca kebijakan terlambat covid toleransi tp dr kamis minggu brp ya,Anger
6830,kompak owner admin perhatikan stock barang kecewakan konsumen terima kasih,Fear
6831,jelek banget,Anger
6832,muatan nya sampe buku bukunya mahal kurangin suka banget bukunya aka beli buku rompak kasih,Love
6833,memesan kurir instan posisi rumah bintaro jakarta selatan kurir bekasi penjual sopir taksi sepeda motor mengambil jalan alternatif helllooowwww kurir taksi sepeda motor online rumah membawa orang tuanya membawa orang tuanya orang tuanya kurir taksi sepeda motor online rumah dibawa membawa orang tuanya membawa orang tuanyanya courier taksi sepeda motor online rumah dibawa membawa orang tuanya dibawanya membawa orang tuanyanya courier taksi sepeda motor online rumah dibawa membawa orang tuanya dibawanya membawa orang tuanyanya kurir taksi sepeda motor online rumah dibawa membawa orang tuanya dibawanya membawa orang tuanya penjual pastikan barang langsung dikirimkan kurir mengambil kurir instan melepaskan tangan memesan kurir instan pertahankan kualitas makanan dipelihara rumah segel ketat,Anger
6834,barang rusak seminggu respon penjual busuk cagar chat dibalas cagar bohong pikir lg deh klo beli,Fear
6835,wanginya bikin enek pusing,Sadness
6836,sory yah pesanan ga sesuai xxl deskrisi lebar yg lebar nda muat boss,Anger
6837,gonta ganti main ga beli yg ratusan ribu mending belanja dapur proses delivery cepet mantab,Happy
6838,faaassst baaasst baaaasst baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaass,Love
6839,mantap proses pengiriman cepat pokonya puas dah gitu aja,Love
6840,kirimnya yg hidden yg kaki kecewa,Sadness
6841,barang lusuh barang bekas cacat bodi segel original beli agen online resminya kecewa,Sadness
6842,kecewa membeli lgsg dibayar agustus september beban menerima keluhan minggu tanggal pesanan sabar batasan menyelesaikannya,Anger
6843,kakananya ramah cepat menanggapi terima kasih,Love
6844,pengiriman cepat sesuai estimasi toko barangnya ok sesuai specs mengecewakan,Happy
6845,semprot sesuai gambar semprot mainan pistol,Fear
6846,sih asli mengecewakan udah beli tp gini,Sadness
6847,selamat siang bos menerima diinstal diinstal mencoba mengemas rapi aman produk stabil markotop teratas layanannya toko disarankan terima kasih,Love
6848,mengecewakan pesen yg dateng celana stret renang engga pakai engga lgi bli toko,Sadness
6849,sayang banget ditukar resleting aus negative quality belas kasihan kecewa,Sadness
6850,produk goresan ga rapi kotoran pinggirannya orderan kunjung smpe,Fear
6851,fast response sponge nya bagus sisinya kasar material produk bagus,Happy
6852,disuruh cek kirim barang rusak dikirim mantap tobat beli amanah,Anger
6853,ayu kuteknya pengiriman respon penjual okey nyesel pesan next time peraturan thx,Love
6854,emang suka dg efek adem pakai sabun sdg promo beli brg terbungkus rapi dg bubble wrap aman diterima,Love
6855,gelembung pengisian,Anger
6856,itemnya rongsok lekas rusak tali dilepaskan,Anger
6857,kekecewaan mengirim elemen rusak cenderung harga murah,Fear
6858,kesan warna merah warna hitam menekankan obrolan,Sadness
6859,barang sampe trus dicoba nya bagus logistik nya mati udah dicoba berkali kali ga tegak seller chat respon dana diterima seller tokopedia ga bantu komplain kecewa komplain disuruh nunggu cek dicek ga duluan kasih info barang yg duluan penyelesaian nya belanja tokopedia kena seller ga bagus refund ga ditanggapi barang ga tau kemana diapain beli kayak beli barang refurbish yg ga dikirim dikirim menyebalkan,Anger
6860,buruk,Anger
6861,diskon nya nipu muatan nya selaras erti,Fear
6862,layanan cs mengecewakan,Sadness
6863,bahannya jelek kualitasnya jelek brp menit rusak,Anger
6864,sesuai ekpetasi,Sadness
6865,mudah pemasangannya,Happy
6866,cepet banget pengirimannya pengemasannya cepat plastik bubble yg tebel banget jd aman,Happy
6867,bagus angin nya kuat kebiasa ama getarannya doang kuat,Happy
6868,barang sdh terima dgn selamat barang nya muantaaap berkembang toko nya,Happy
6869,harga kualitas konstruksi bahan tubuhnya bahan plastik kuat menghentikan beban ponsel kadang wanita hamil triglika turun ponsel melengkung a gunung patah kaki gambar letakkan daftar daftar pemegang merek pembawa virtual bagus,Sadness
6870,paket cepat bagus danrapih trimakasih bagus ukuran sesuai jahitannya rapi,Happy
6871,warna sesuai pesenan,Sadness
6872,kue nya pas dateng dicoba asem kue uda komplain penjual bilang nya dikonsumsi dimakan tanggung,Fear
6873,mantul recomanded,Happy
6874,standarnya sesuai pengiriman emas alih mengirim merek putih,Anger
6875,barang sesuai deskripsipenjual ramah fast respon,Happy
6876,pesannya cappucino datengnya ungu tua aduuhhhh bngat kali belanja udah mengecewakan,Sadness
6877,buruk,Anger
6878,kecewa robot nya lemot kyaxnya yg kw ny ga dah blanja,Fear
6879,produk original ban hitam mantap bahanya kuat ban,Love
6880,sesuai order modelnya bagus nyaman cepat aman,Happy
6881,kualitas bagus pengirman cepat pelayanan terima kasih,Happy
6882,pangsa mulus incaran toko terpercaya mantab,Love
6883,aneh penjual lapisan lapisan gulungan gelembung gulungan penjual menjual gelembung menjual vga ya,Fear
6884,yg dikirim botol tdk padu photo produk,Sadness
6885,sdh order harga murah pengemasan super aman yg rusak sy terima,Love
6886,transfer jam barang nyampe cepat bat ya harga go send sdikit rada mahal recommended seller nih gaes makasih ya sis semoga diskon d,Happy
6887,beli antaran tgl komplet mengeluh tanggal kerusakan,Anger
6888,barang deskripsi kulit wajah so clean soft soft soft bwt mantabs,Love
6889,parahhhhh kecewa bgt bilang bahan yg tebel tpi tipis murahan pesanan kali nilainya hasilnya jelek bgtttt jgn pesen toko parah bgtttttttttttttttttttttttttttttttttt,Anger
6890,palsu ya g berfungsi bahan kasar sakit kalo dipakai,Anger
6891,produk top markotop bangeet deh promo ikan sehat cantik cantik delivery cepat seller recommended banget,Love
6892,langsung merobek bahan tipis pengiriman obrolan bls disarankan,Fear
6893,pengalaman membungkus gelembung,Anger
6894,wow sampay tanggapan sm kerugian pilih,Fear
6895,penjual ramah barangnya tertib sesuai dgn pesanan packing cegak cmn pesan,Love
6896,lampu berfungsi mestinya berganti warna dimatikan mengeklik tombol dpi memakai software warna merah menyakitkan mata mouse ribu mengirim pesan seller respon jam terpaksa kasih bintang kali membeli produk aula kecewa pengguna gear aula,Sadness
6897,orangnya voucher dikirim via email gak transfer langsung dikirim mantap gan makasih setuju langganan nih,Love
6898,pembelian seller responsif pengemasan barang bubble wrap kotak kualitas kimchi segar enak overall good job,Happy
6899,barang pesan dateng bayar harga yg dateng makasih ga ush dibuktikan cek aja pengeluaran barang nya cek pembeli jgn pembeli unboxing ga quota,Anger
6900,licin pembelian sekian bagus warna sesuai gambar,Happy
6901,recommended seller,Love
6902,kecewa parah,Sadness
6903,hasilnya tahan desainnya mewah,Happy
6904,barang diproses mengajukan pembatalan salah barang alhasil cocok jerawatan pake produk,Fear
6905,dudukan tatakan kompornya diterima patah tukang las benerin lg duit lg,Sadness
6906,yg bener gan klo ngasih beban expirenya masak sebulan gak bagas yg bulukan gitu,Anger
6907,toko bodoh dikemas dikemas barang rongsok sesuai tujuan beli toko bodoh membeli kipas mini usb memesan item hasil hasil hasil paket rumah pengembalian uang pengembalian uang mini uang penggemar pembatalan bodoh harap pelanggan berpikir berkali anak sungai berbelanja toko bodoh kecewa membelinya terima kasih,Anger
6908,kecewa si packing nya ga bagus ga kasih bubble wrap tulis note pemesanan,Sadness
6909,barang dikirim penjual janji dikirim memesan pesanan kekurangan penipu penjual,Anger
6910,segel beda segel sein yg seller paham instruksi barang repack,Fear
6911,mc deskripsi iklan paket yg terima charger plus adapter micro sd tulisan happy box komplen terlanjur klik terima barang komplen mc barang ujungnya disangka ga terima,Fear
6912,kualitas membangun retak air retakan air optimal,Fear
6913,sesuai urutan permintaan,Fear
6914,teratas membeli juara orian berlangganan pokonya,Love
6915,muatan nya sampe buku bukunya lambat kurangin suka banget bukunya aka beli buku rompak,Love
6916,original mantappss,Love
6917,barang lengkap coba kirim video unboxing ga nomer wa email kirim videonya balas email tokopedia balas barang nya pakai lengkap gambar tertera free,Fear
6918,awawarna sdh bbrp selokan cuci,Sadness
6919,mantep bgt pokoknya bagus bola nya warna warni gak penyok bagus deh anak suka,Love
6920,bagus pesanan harap bagus,Love
6921,tutupnya beli murah tp gabisa dibawa kemana karna beban rusak,Sadness
6922,barang sesuai pesanan kualitas diragukan berulang kali ngecatnya harga bersaing semoga awet,Happy
6923,barang ga tp pesanan diselesaikan otomatis,Sadness
6924,rekomended seller barang sesuai deskripsi tingga dicoba niceee,Love
6925,gan ps nya udah tombol hijaunya merah trus mati,Fear
6926,masyaaallah bagusss muraaahhhh ragu order mukenah asli sd survey bbrp seller offline n online murah harganya barang dg yg diluaran yg harga ragu beli ditoko ya,Love
6927,pokok dekrit,Fear
6928,kurma medjol palestine emang fave bgtt legit ga trllu manis bijinya keciiil dagingnya jumbo cocok utk ibukku yg diabetes tp beli makasi ya ka pengiriman cpt aja makasi jg tokped dah gratis ongkir semoga allah swt memberkahi,Love
6929,pas ky bau tape basi ga ky yg pesan kynya rusak,Anger
6930,beli kotak bahan ancaman plastik berbeda terbuka dicampur,Fear
6931,penguncinya baris muat baris baris gak penguncinya gak kepake yng baris kardus utuh kayaknya lengkap pas nyiapkan kadung klik tetima mohon kali cek teliti kirim,Fear
6932,zonk packaging bottle zonk bgt,Anger
6933,lilin saudara lelaki lilin sultan,Love
6934,pengiriman cepat packing aman respon penjual harga oke lg promo terima kasih,Happy
6935,yg bentuk ikan eee diksh yg bentuk donat kucing sy gak yg bentuk donat kecewa sy,Sadness
6936,barang cocok paket recommended,Love
6937,zonk packaging bottle zonk bgt,Anger
6938,lumayan bagus isi bahanny karet lentur banget pas banget tangan,Happy
6939,baterai pabrik,Sadness
6940,bagus barang nya,Happy
6941,ok resletingnya ga dibuka gerigi resletingnya rusak,Sadness
6942,main mc online bareng temen sellernya ngasih panduannya banget mantab pokoknya,Love
6943,sesuai,Fear
6944,dipakai redmi laptop sesuai harapan,Sadness
6945,silicone protektor jelek ditekuk mudah jatah robek kualitas lamo sebagus bayangkan kualitas philips,Anger
6946,mungil dng murahh terjangkau pas dng kebutuhan,Happy
6947,pesanan dikirim,Anger
6948,aktual nya barang diterima order alamat penerima,Fear
6949,kerennn data hp korea langsung,Love
6950,kebocoran pabrik terdekat isolasi cairan berguna botol aman,Anger
6951,nyaman bagus udah turun size l yg kmren beli yg size l mamaku yg pake nyaman jg thanks mamaway,Happy
6952,elemen sesuai deskripsi tebal mukena disarankan,Love
6953,penjual responsif gercep spidol ga nyata langsung dikirim thank u muchh,Happy
6954,jualan ngotottt nggak aktivitas toko nya mas,Anger
6955,pisang isinya nyeesel,Fear
6956,desain mewah warna indah ukurannya nyaman memakai produk sesuai gambar produk kemasan asli asli,Love
6957,kecewa layak jual,Sadness
6958,barangnya bagus lucu semoga versi besarnya anak kelas sd gitu hehehe,Love
6959,barangnya original harga murah pengiriman cepat terimakasih tokopedia terimakasih seller terimakasih kurir semoga sehat dijauhkan dr virus cepat sembuh indonesiaku love ya,Love
6960,perintah dikirim,Anger
6961,alhamdulillah beban berguna membeli bawaan prosesnya,Love
6962,disarankan pembeli membeli pengepakan tambahan sisa kertas oke cacat harga terjangkau terjangkau,Love
6963,susah bikinnya ga ngerti ribet packing yg lecek robek kertasnya setuju abang,Anger
6964,kartu terdeteksi jam gk cocok cari yutube tutorial gk nyesel deh beli,Fear
6965,ko ga menunjang barah nambah,Sadness
6966,pokoknya top bintang yg bicara,Love
6967,baterai rusak bilang menelepon pemasaran menunggu minggu kelanjutan,Anger
6968,bagus mudah mudahan awet,Happy
6969,kualitas product bagus material bagus recomended harga terjangkau,Happy
6970,bagusss gambarnya dicoba topup dr nfc handphone thanks seller,Love
6971,jujur lumayan kecewa banget claim wangi mint eucalyptus kebayang wangi kyk minyak kayu putih gitu pas ga wangi mint eucalyptusnya mmng idung ak salah cium wanginya bikin eneg pusing nyegerin kayak minuak kayu putih ga dapet free pouch,Sadness
6972,bgt teratas,Love
6973,penyelesaian game menyenangkan game terbaik kalinya membeli dsni aj memuaskan memenuhi esensi penjual komunikatif berkelanjutan memainkan perlindungan hebat pengisian daya terjaga terjaga terjaga terjaga terjaga terjaga terjaga terjaga terjaga terjaga terjaga terjaga elemen aslinya proses pengisian cepat hadiah akrobatik ucapan terima kasih saudara laki membeli dsni langsung menggunakannya mengecewakan markotop perfect perfect terima kasih saudara laki sukses,Love
6974,gak enak kuah nya kentel bnyakin air asrep gak karuan pokok nya pretttt,Anger
6975,item gantinya doraemon setara obrolan,Sadness
6976,membandel prosesnya semoga pelajaram team logitech,Fear
